"ï»¿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
85BUJM9C,journalArticle,2012,"Nikolaou, Triantafyllia G; Kolokotsa, Dionysia S; Stavrakakis, George S; Skias, Ioannis D",On the Application of Clustering Techniques for Office Buildings' Energy and Thermal Comfort Classification,IEEE Transactions on Smart Grid,,,10.1109/TSG.2012.2215059,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6387350,,"December 23, 2012",18/09/15 08:04,18/09/15 08:21,,2196-2210,,4,3,,IEEE Trans. Smart Grid,,,,,,,,,,,,,,,,"<p>The aim of this paper is to develop and propose an integrated classification method for the determination of office buildingsâ€™ energy and thermal comfort rating classes. The ap- plications of five clustering techniques: Hierarchical, K-Means, Gaussian Mixture Models, Fuzzy, and Neural algorithms to a large building dataset are tested in order to investigate the ap- propriate method for establishing energy and thermal comfort classifications.</p>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/MB9RTPX9/8D55E219-8F11-403B-A328-A843512BE344.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/5MZ8KF5D/IEEE Trans. Smart Grid 2012 Nikolaou.pdf,,Classifying; Clustering; ElectricalEngineering; MultipleTechniques; PortfolioAnalysis; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QCNG8DEG,conferencePaper,2015,"Pan, Erte; Li, Husheng; Song, Lingyang; Han, Zhu",Kernel-based non-parametric clustering for load profiling of big smart meter data,Proceedings of the 2015 IEEE Wireless Communications and Networking Conference (WCNC),,,10.1109/WCNC.2015.7127817,,"The emergence of smart meters has enabled the new energy efficiency services in an automatic fashion. With the information and communication technology, the smart meters are devised to gather and communicate the information of electricity suppliers and residential electricity consumers to ameliorate the efficiency of power distribution as well as the sustainability of the power resources. Due to the enormous amount of electricity consumers, the analysis of the big data produced by the smart meters is a crucial challenge faced by the electricity companies and researchers. In this paper, we analyze the big data based on the smart meter readings collected in the Houston area. The statistical properties of the data is investigated such that the behaviors of the consumers can be better understood. Moreover, the kernel PCA analysis and non-parametric clustering of the data gives a comprehensive guidance on what are the potential clusters of the customers and how to allocate the power more efficiently.",Mar-15,13/10/15 09:28,15/10/15 05:36,,2251-2255,,,,,,,,,,,,,,,,,,IEEE Xplore,,,"<p>In this paper, we analyze the big data based on the smart meter readings collected in the Houston area. The statistical properties of the data is investigated such that the behaviors of the consumers can be better understood. Moreover, the kernel PCA analysis and non-parametric clustering of the data gives a comprehensive guidance on what are the potential clusters of the customers and how to allocate the power more efficiently.</p>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/SQ2SPVTZ/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/PH72PF3I/Pan et al. - 2015 - Kernel-based non-parametric clustering for load pr.pdf,,Clustering; ElectricalEngineering; PCA; SmartMeter; Targeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Wireless Communications and Networking Conference (WCNC),,,,,,,,,,,,,,,
T72JZQ7X,journalArticle,2015,"Panapakidis, Ioannis; Alexiadis, Minas; Papagiannis, Grigoris",Evaluation of the performance of clustering algorithms for a high voltage industrial consumer,Engineering Applications of Artificial Intelligence,,,10.1016/j.engappai.2014.10.013,http://dx.doi.org/10.1016/j.engappai.2014.10.013,"Engineering Applications of Artificial Intelligence, 38 + (2014) 1-13. doi:10.1016/j.engappai.2014.10.013","February 1, 2015",18/09/15 08:04,18/09/15 08:04,,Jan-13,,C,38,,Engineering Applications of Artificial Intelligence,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>This paper focuses on the investigation of the consumption patterns of an existing high voltage industrial consumer. The profiling process involves stages like the normal- ization of the recorded load data, the utilization of pattern recognition algorithms, the selection of the appropriate validation scheme and the exploitation of the profiling findings. Certain improvements are proposed for each of these stages.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/PM9XGCUK/A7EC338E-28C4-41EE-AA5A-29C2BA3DA982.pdf,,Clustering; ElectricalEngineering; LoadProfiling; MultipleTechniques; SmartMeter; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4RNIFXCN,conferencePaper,2009,"Patnaik, Debprakash; Marwah, Manish; Sharma, Ratnesh; Ramakrishnan, Naren",Sustainable Operation and Management of Data Center Chillers Using Temporal Data Mining,Proceedings of the 15th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining (KDD 2009),978-1-60558-495-9,,10.1145/1557019.1557159,http://doi.acm.org/10.1145/1557019.1557159,"Motivation: Data centers are a critical component of modern IT infrastructure but are also among the worst environmental offenders through their increasing energy usage and the resulting large carbon footprints. Efficient management of data centers, including power management, networking, and cooling infrastructure, is hence crucial to sustainability. In the absence of a 'first-principles' approach to manage these complex components and their interactions, data-driven approaches have become attractive and tenable. Results: We present a temporal data mining solution to model and optimize performance of data center chillers, a key component of the cooling infrastructure. It helps bridge raw, numeric, time-series information from sensor streams toward higher level characterizations of chiller behavior, suitable for a data center engineer. To aid in this transduction, temporal data streams are first encoded into a symbolic representation, next run-length encoded segments are mined to form frequent motifs in time series, and finally these metrics are evaluated by their contributions to sustainability. A key innovation in our application is the ability to intersperse ""don't care"" transitions (e.g., transients) in continuous-valued time series data, an advantage we inherit by the application of frequent episode mining to symbolized representations of numeric time series. Our approach provides both qualitative and quantitative characterizations of the sensor streams to the data center engineer, to aid him in tuning chiller operating characteristics. This system is currently being prototyped for a data center managed by HP and experimental results from this application reveal the promise of our approach.",2009,05/10/15 10:26,07/10/15 09:52,05/10/15 10:26,1305â€“1314,,,,,,,KDD '09,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,"<div title=""Page 1""> <div> <div> <p>We present a temporal data mining solution to model and optimize performance of data center chillers, a key component of the cooling infrastructure. It helps bridge raw, numeric, time-series information from sensor streams toward higher level characterizations of chiller behavior, suit- able for a data center engineer.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/XEDIHXFD/Patnaik et al. - 2009 - Sustainable Operation and Management of Data Cente.pdf,,ComputerScience; Controls; MotifandDiscordDetection; Operations; SAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM SIGKDD International Conference on Knowledge Discovery and Data Mining (KDD),,,,,,,,,,,,,,,
UAVI8MH4,bookSection,2010,"Patnaik, Debprakash; Marwah, Manish; Sharma, Ratnesh K; Ramakrishnan, Naren",Data Mining for Modeling Chiller Systems in Data Centers,Advances in Intelligent Data Analysis IX,978-3-642-13062-5,,,http://www.springerlink.com/index/10.1007/978-3-642-13062-5_13,"... Morchen, F.: Unsupervised pattern mining from symbolic temporal  data . ACM SIGKDD Explorations 9(1), 41â€“55 (2007) 15. ... Conf. on Knowledge Discovery and Data  Mining , pp. ... In: Symbolic and Quantitative Approaches to Reasoning with Uncertainty, pp. 76â€“87 (2005) 18. ...","January 1, 2010",18/09/15 08:04,18/09/15 08:04,,125-136,,,6065,Chapter 13,,,,,,,Springer Berlin Heidelberg,"Berlin, Heidelberg",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>Wepresentadataminingapproachtomodelthecoolinginfrastructure in data centers, particularly the chiller ensemble. These infrastructures are poorly understood due to the lack of â€œfirst principlesâ€ù models of chiller systems. At the same time, they abound in data due to instrumentation by modern sensor networks. We present a multi-level framework to transduce sensor streams into an actionable dynamic Bayesian network model of the system. This network is then used to explain observed system transitions and aid in diagnostics and prediction. We showcase experimental results using a HP data center in Bangalore, India.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/JCBGR3MR/2010 Patnaik.pdf,,ComputerScience; Controls; DataMining; MotifandDiscordDetection; Operations; SAX; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT7FQUBF,journalArticle,2012,"Petcharat, Siriwarin; Chungpaibulpatana, Supachart; Rakkwamsuk, Pattana",Assessment of potential energy saving using cluster analysis: A case study of lighting systems in buildings,Energy and Buildings,,,10.1016/j.enbuild.2012.06.006,http://dx.doi.org/10.1016/j.enbuild.2012.06.006,"Energy & Buildings, 52 (2012) 145-152. 10.1016/j.enbuild.2012.06.006","September 1, 2012",18/09/15 08:04,18/09/15 08:04,,145-152,,,52,,Energy and Buildings,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>The study covers analyses of both simulated and actual data. The simulated data of lighting power density (LPD) is generated from Gaussian distributions for 36 cases with different means, variances, and mixing proportions for the investigation. For actual data analysis, LPD values of commercial buildings are extracted from an energy audit database. It is found that the clustering technique yields more accurate energy saving estimation of the actual values (0â€“11% error) than that computed by the general approach (1â€“100% error). The proposed clustering method can therefore be used to estimate the potential energy savings for lighting systems in buildings with high accuracy.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/QXKXJHAS/Energy and Buildings 2012 Petcharat.pdf,,BuildingEnergyAnalysis; Clustering; MaximumLikelihood; PortfolioAnalysis; Targeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7KEK7GIH,journalArticle,2015,"Pieri, Stella Panayiota; IoannisTzouvadakis; Santamouris, Mat",Identifying energy consumption patterns in the Attica hotel sector using cluster analysis techniques with the aim of reducing hotelsâ€™ CO2 footprint,Energy and Buildings,,0378-7788,10.1016/j.enbuild.2015.02.017,http://www.sciencedirect.com/science/article/pii/S0378778815001127,"This study presents the results of an energy audit which was carried out on a sample of 35 hotels in the Prefecture of Attica, Hellas focusing on their environmental and energy performance. During the energy audit, data was gathered with the collaboration of Athens Hotel Association and the Hellenic Chamber of Hotels. Energy normalization techniques are applied for the analysis of the data and the hotels are classified using a multivariate analysis. The energy classification of the hotels in Attica in 3 classes is based on clustering techniques using the collected data on the heating, cooling and electricity consumption of the hotels in the sample. A component/factor F1 is identified, which is an index of the hotels energy saving potential in absolute value. The study stresses the importance of this factor F1 as a means to promote sustainability and energy efficiency in the hotel sector and analyzes the best case scenario of each class in an effort to study best practices, set goals and define potentials for energy conservation.","May 1, 2015",02/10/15 06:17,02/10/15 06:17,02/10/15 06:17,252-262,,,94,,Energy and Buildings,,,,,,,,,,,,,ScienceDirect,,,"<div title=""Page 1""> <div> <div> <p>This study presents the results of an energy audit which was carried out on a sample of 35 hotels in the Prefecture of Attica, Hellas focusing on their environmental and energy performance. During the energy audit, data was gathered with the collaboration of Athens Hotel Association and the Hellenic Chamber of Hotels. Energy normalization techniques are applied for the analysis of the data and the hotels are classified using a multivariate analysis.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/MPXTBCXK/Pieri et al. - 2015 - Identifying energy consumption patterns in the Att.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/E2J5EADA/S0378778815001127.html,,BuildingEnergyAnalysis; Clustering; MultipleTechniques; PortfolioAnalysis; Targeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSFGMZDS,conferencePaper,2014,"Ploennigs, Joern; Chen, Bei; Palmes, Paulito; Lloyd, Raymond","e2-Diagnoser: A System for Monitoring, Forecasting and Diagnosing Energy Usage","Data Mining Workshop (ICDMW), 2014 IEEE International Conference on",978-1-4799-4274-9,,10.1109/ICDMW.2014.56,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=7022741,,2014,18/09/15 08:04,07/10/15 09:55,,1231-1234,,,,,,,,,,,IEEE,"Shenzhen, China",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>We propose e2-Diagnoser, a real-time data mining system for the energy management of smart, sensor-equipped buildings. The main features of e2-Diagnoser are: (i) fast extrac- tion of a large portfolio of buildingsâ€™ benchmarks at multiple places; and (ii) accurate prediction of buildingsâ€™ energy usage down to submeter level to detect and diagnose abnormal energy consumptions.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/NDMAWNEV/0C93D28C-647B-47FE-8E39-92865150F203.pdf,,Characterization; DataMining; ElectricalEngineering; GeneralizedAdditiveModels; NoveltyDetection; PortfolioAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE International Conference on Data Mining Workshop (ICDMW),,,,,,,,,,,,,,,
6M6EA2T5,conferencePaper,2013,"Ploennigs, Joern; Chen, Bei; Schumann, Anika; Brady, Niall",Exploiting Generalized Additive Models for Diagnosing Abnormal Energy Use in Buildings,Proceedings of the 5th ACM Workshop On Embedded Systems For Energy-Efficient Buildings (Buildsys '13),,,,http://dl.acm.org/citation.cfm?id=2528291,"Abstract Buildings consume 40% of the energy in industrialized countries. Thus detecting and diagnosing anomalies in the building's energy use is an important problem. The existing approaches either retrieve limited information about the anomaly causes, or are difficult to ...","January 1, 2013",18/09/15 08:04,07/10/15 09:55,,,,,,,,,,,,,,"Roma, Italy",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>This paper presents an easily adaptable diagnosis ap- proach that exploits the buildingâ€™s hierarchy of submeters, i. e. information on how much energy is used by the dif- ferent building equipments.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/STDUCIU3/Proceedings of the 5th ACM Workshop On Embedded Systems For Energy-Efficient Buildings (Buildsys '13) 2013 Ploennigs.pdf,,AnomalyDetection; ElectricalEngineering; GeneralizedAdditiveModels; NoveltyDetection; WholeBuilding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Workshop On Embedded Systems For Energy-Efficient Buildings (Buildsys),,,,,,,,,,,,,,,
BT2V9A2Z,conferencePaper,2012,"Ramos, SÃ©rgio; Duarte, JMM; Soares, JoÃ£o; Vale, Zita; Duarte, Fernando J",Typical load profiles in the smart grid contextâ€”A clustering methods comparison,"Proceedings of the Power and Energy Society General Meeting, 2012 IEEE",1-4673-2727-1,,,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6345565,,"July 22, 2012",18/09/15 08:04,07/10/15 09:55,,01-Aug,,,,,,,,,,,IEEE,"San Diego, CA, USA",,,,,,,,,<p>The present research paper presents five different clustering methods to identify typical load profiles of medium voltage (MV) electricity consumers. These methods are intended to be used in a smart grid environment to extract useful knowledge about customerâ€™s behaviour.</p>,/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/PJ2PWHQQ/Power and Energy Society General Meeting 2012 IEEE 2012 Ramos.pdf,,Clustering; ElectricalEngineering; LoadProfiling; MultipleTechniques; SmartMeter; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Power and Energy Society General Meeting,,,,,,,,,,,,,,,
3DHHJCTB,conferencePaper,2009,"RÃ_sÃ_nen, Teemu; Kolehmainen, Mikko",Feature-based clustering for electricity use time series data,"Adaptive and Natural Computing Algorithms: 9th International Conference, ICANNGA 2009",3-642-04920-6,,,http://link.springer.com/chapter/10.1007/978-3-642-04921-7_41,,"January 1, 2009",18/09/15 08:04,07/10/15 10:03,,401-412,,,,,,,,,,,Springer,"Kuopio, Finland",,,,,,,,,<p>This paper presents an efficient computational method for time series clustering and its application focusing creation of more accurate electricity use load curves for small customers.</p>,/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/S8Z7XV2V/2009 RÃ_sÃ_nen.pdf,,Clustering; ElectricalEngineering; LoadProfiling; MultipleTechniques; SmartMeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Conference on Adaptive and Natural Computing Algorithms (ICANNGA),,,,,,,,,,,,,,,
GM53EHQA,journalArticle,2008,"RÃ_sÃ_nen, Teemu; Ruuskanen, Juhani; Kolehmainen, Mikko",Reducing energy consumption by using self-organizing maps to create more personalized electricity use information,Applied Energy,,0306-2619,10.1016/j.apenergy.2007.10.012,http://www.sciencedirect.com/science/article/pii/S030626190800007X,"Identification of electricity use is one of the key elements to motivate customers to promote activities leading more efficient use of energy. Furthermore, electricity use comparisons with other similar customers give more interesting and concrete point of view to examine own consumption habits. In future, electricity providers and retailers are willing and probably forced by legislation to provide such information by the means of energy conservation and efficiency improvement. On the other hand, high number of customers set challenges to handle electricity use data and to create proper comparison information. In this study we present efficient and highly automated way to create comparison groups based on customers building characteristics. The main advantages of the data-based approach are that customer location is noticed, comparison groups are created using concrete building information, data processing is highly automated and also method is computationally efficient. Additionally, presented method provide tool to target and to create customer specific electricity saving guidance. The performance of suggested approach was tested using data set which contained electricity use and building information concerning almost 8000 customers.",Sep-08,05/10/15 09:34,05/10/15 09:34,05/10/15 09:34,830-840,,9,85,,Applied Energy,,,,,,,,,,,,,ScienceDirect,,,"<div title=""Page 1""> <div> <div> <p>n this study we present efficient and highly automated way to create comparison groups based on customers building characteristics. The main advantages of the data-based approach are that customer location is noticed, comparison groups are created using concrete building information, data processing is highly automated and also method is computationally efficient. Additionally, presented method provide tool to target and to create customer specific electric- ity saving guidance. The performance of suggested approach was tested using data set which contained electricity use and building information concerning almost 8000 customers.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/WE3IVXAV/RÃ_sÃ_nen et al. - 2008 - Reducing energy consumption by using self-organizi.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/2NESDCM4/S030626190800007X.html,,Clustering; ComputerScience; CustomerClassification; SelfOrganizingMaps; SmartMeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA57SNGW,book,2011,"Reddy, T. Agami",Applied data analysis and modeling for energy engineers and scientists,,978-1-4419-9612-1,,,https://books.google.com/books?hl=en&lr=&id=UkWvWDFiDf4C&oi=fnd&pg=PR9&dq=+%22Applied+data+analysis+and+modeling+for+energy+engineers+and+scientists%22+T+Agami+Reddy&ots=tEUJEuedXl&sig=e41JNtpT78gpFI64XB6sNt_hQF4,,2011,02/10/15 08:56,02/10/15 08:57,02/10/15 08:56,,660,,,,,,,,,,Springer Science & Business Media,,,,,,,Google Scholar,,,"<div title=""Page 11""> <div> <div> <p>Though these analysis skills can be learnt over several years by some (while some never learn it well enough to be comfortable even after several years of practice), what is needed is a textbook which provides:</p> <ol> <li> <p>A review of classical statistics and probability concepts,</p> </li> <li> <p>A basic and unified perspective of the various techniques of data based mathematical modeling and analysis,</p> </li> <li> <p>an understanding of the â€œprocessâ€ù along with the tools,</p> </li> <li> <p>a proper combination of classical methods with the more recent machine learning and auto-</p> <p>mated tools which the wide spread use of computers has spawned, and</p> </li> <li> <p>well-conceivedexamplesandproblemsinvolvingreal-worlddatathatwouldillustratethese</p> <p>concepts within the purview of specific areas of application.</p> </li> </ol></div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/JPHHF3F3/0-Applied Data Analysis and Modeling for Energy Engineers and Scientists .pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/UZMTIXCQ/books.html,,BuildingEnergyAnalysis; Operations; Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77P5EKA6,conferencePaper,2014,"Reinhardt, Andreas; Koessler, Sebastian",PowerSAX: Fast motif matching in distributed power meter data using symbolic representations,Proceedings of 9th IEEE International Workshop on Practical Issues in Building Sensor Network Applications (SenseApp 2014),978-1-4799-3784-4 978-1-4799-3782-0,,10.1109/LCNW.2014.6927699,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6927699,,Sep-14,21/09/15 07:59,07/10/15 09:56,21/09/15 07:59,531-538,,,,,,PowerSAX,,,,,IEEE,"Edmonton, Canada",,,,,,CrossRef,,,"<p>In this paper, we present a concept for the efficient local storage and processing of power consumption data called PowerSAX. Instead of operating on raw sensor readings, PowerSAX converts consumption data into their symbolic representations and thus mitigates their storage requirement. Subsequently, it enables embedded systems to recognize relevant patterns (motifs) in the symbolic representations of collected data. By only transmitting a message when a known motif is encountered in the sensor data, PowerSAX can significantly reduce an applicationâ€™s bandwidth requirements. We evaluate PowerSAX using real-world power consumption data and show to which extent smart plugs can make predictions of an applianceâ€™s future power demand.</p>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/KBNXS4MH/06927699.pdf,,Disaggregation; ElectricalEngineering; MotifandDiscordDetection; SAX; SmartMeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Workshop on Practical Issues in Building Sensor Network Applications (SensApp),,,,,,,,,,,,,,,
XI23MZD5,journalArticle,2007,"Santamouris, M; Mihalakakou, G; Patargias, P; Gaitani, N; Sfakianaki, K; Papaglastra, M; Pavlou, C; Doukas, P; Primikiri, E; Geros, V; Assimakopoulos, M N; Mitoula, R; Zerefos, S",Using intelligent clustering techniques to classify the energy performance of school buildings,Energy and Buildings,,,10.1016/j.enbuild.2006.04.018,http://linkinghub.elsevier.com/retrieve/pii/S0378778806001502,,"January 1, 2007",18/09/15 08:04,18/09/15 08:04,,45-51,,1,39,,Energy and Buildings,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>A new energy classification technique based on intelligent clustering methodologies is proposed. Energy rating of school buildings provides specific information on their energy consumption and efficiency relative to the other buildings of similar nature and permits a better planning of interventions to improve its energy performance.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/9DXQBX9F/Energy and Buildings 2007 Santamouris.pdf,,BuildingEnergyAnalysis; Classifying; Clustering; FuzzyClustering; PortfolioAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7K83UGI,bookSection,2009,"Sedano, Javier; Villar, JosÃ© RamÃ_n; Curiel, Leticia; De La Cal, Enrique; Corchado, Emilio",Improving energy efficiency in buildings using machine intelligence,Intelligent Data Engineering and Automated Learning-IDEAL 2009,3-642-04393-3,,,http://link.springer.com/chapter/10.1007/978-3-642-04394-9_95,,"January 1, 2009",18/09/15 08:04,18/09/15 08:04,,773-782,,,,,,,,,,,Springer,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>A three-step procedure is proposed in this paper that begins by considering the local building and heating system regulations as well as the specific features of the climate zone. Firstly, the dynamic thermal performance of different variables is specifi- cally modelled, for each building type and climate zone. Secondly, Cooperative Maximum-Likelihood Hebbian Learning is used to extract the relevant features. Finally, neural projections and identification techniques are applied, in order to detect fluctuations in room temperatures and, in consequence, thermal insula- tion failures.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/KQXTJBUZ/2009 Sedano.pdf,,Clustering; ComputerScience; MaximumLikelihood; Operations; RetrofitAnalysis; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3XRNAJ9P,journalArticle,2005,"Seem, John E",Pattern recognition algorithm for determining days of the week with similar energy consumption profiles,Energy and Buildings,,,10.1016/j.enbuild.2004.04.004,http://linkinghub.elsevier.com/retrieve/pii/S0378778804001434,,"February 1, 2005",18/09/15 08:04,18/09/15 08:04,,127-139,,2,37,,Energy and Buildings,,,,,,,,,,,,,,,,"<div class=""page"" title=""Page 1""> <div class=""layoutArea""> <div class=""column""> <p><span style=""font-size: 9.000000pt; font-family: 'Times';"">This paper describes a pattern recognition algorithm for determining days of the week with similar energy consumption profiles. The algorithm determines energy use features, such as average daily consumption or peak daily consumption, from time series of energy use. Features are transformed to remove the effects of seasonal variation that may be present in time series data. Then, the transformed features are grouped by day of the week into seven clusters. Univariate and multivariate outlier analysis methods are used to remove unusual data from the seven clusters. Finally, a modified agglomerative hierarchical clustering algorithm determines days of the week with similar energy consumption profiles </span></p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/D2NBE4Q8/Energy and Buildings 2005 Seem.pdf,,BuildingEnergyAnalysis; Characterization; Clustering; Hierarchical; PortfolioAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HZAWRJNR,journalArticle,2006,"Seem, John E",Using intelligent data analysis to detect abnormal energy consumption in buildings,Energy and Buildings,,,10.1016/j.enbuild.2006.03.033,http://linkinghub.elsevier.com/retrieve/pii/S0378778806001514,,"March 1, 2006",18/09/15 08:04,18/09/15 08:04,,52-58,,1,39,,Energy and Buildings,,,,,,,,,,,,,,,,"<p>This paper describes a novel method for detecting abnormal energy consumption in buildings based on daily readings of energy consumption and peak energy consumption. The method uses outlier detection to determine if the energy consumption for a particular day is significantly different than previous energy consumption. For buildings with abnormal energy consumption, the amount of variation from normal is determined using robust estimates of the mean and standard deviation. This new data analysis method will reduce operating costs by detecting problems that previously would have gone unnoticed.</p>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/VHX3XVS7/Energy and Buildings 2006 Seem.pdf,,AnomalyDetection; BuildingEnergyAnalysis; GeneralizedExtremeStudentizedDeviate; NoveltyDetection; WholeBuilding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
