"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"92WCMWTK","journalArticle","2015","Lee, S H; Hong, Tianzhen; Piette, Mary Ann; Taylor-Lange, S C","Energy retrofit analysis toolkits for commercial buildings: A review","Energy","","","10.1016/j.energy.2015.06.112","http://www.sciencedirect.com/science/article/pii/S0360544215008683","Retrofit analysis toolkits can be used to optimize energy or cost savings from retrofit strategies, accelerating the adoption of ECMs (energy conservation measu.","2015-01-01","2015-09-18 08:04:13","2015-09-18 08:04:13","","","","","","","Energy","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/97MEWV9B/472CAAA2-C479-4B34-BCD1-A77031A49869.pdf","","Done; Operations; Review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2Q88URM","report","2011","Lehrer, David; Vasudev, Janani","Visualizing Energy Information in Commercial Buildings: A Study of Tools, Expert Users, and Building Occupants","","","","","https://escholarship.org/uc/item/6vp5m5m3.pdf","","2011-11-01","2015-09-18 08:04:15","2015-10-09 04:36:41","","","","","","","","Controls and Information Technology","","","","Controls and Information Technology","Center for the Built Environment - UC Berkeley","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/9RIKD3F6/2011 Lehrer.pdf","","BuildingEnergyAnalysis; Characterization; Done; EnergyInformationSystem; PortfolioAnalysis; VisualAnalytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F8NKEUPH","report","2009","Lehrer, David","Research Scoping Report: Visualizing Information in Commercial Buildings","","","","","","","2009-09-26","2015-09-18 08:04:17","2015-09-18 08:04:17","","1-14","","","","","","","","","","","Center for the Built Environment - UC Berkeley","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/GMEPNGS3/DA3FBFA9-C455-41B0-83E4-46DE183B0858.pdf","","BuildingEnergyAnalysis; Characterization; Done; EnergyInformationSystem; PortfolioAnalysis; VisualAnalytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KGCQKK6T","journalArticle","2014","Li, Shun; Wen, Jin","A model-based fault detection and diagnostic methodology based on PCA method and wavelet transform","Energy and Buildings","","","10.1016/j.enbuild.2013.08.044","http://dx.doi.org/10.1016/j.enbuild.2013.08.044","Energy & Buildings, 68 (2014) 63-71. doi:10.1016/j.enbuild.2013.08.044","2014-01-01","2015-09-18 08:04:13","2015-09-18 08:04:13","","63-71","","","68","","Energy and Buildings","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/K2U884G9/Energy and Buildings 2014 Li.pdf","","AnomalyDetection; BuildingEnergyAnalysis; Done; NoveltyDetection; PCA; Subsystem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VUXTDAZW","conferencePaper","2012","Linda, O; Wijayasekara, D; Manic, M; Rieger, C","Computational intelligence based anomaly detection for Building Energy Management Systems","Proceedings of the 5th International Symposium on Resilient Control Systems (ISRCS 2012)","","","10.1109/ISRCS.2012.6309297","http://ieeexplore.ieee.org/xpl/articleDetails.jsp?tp=&arnumber=6309297&matchBoolean%3Dtrue%26rowsPerPage%3D30%26searchField%3DSearch_All%26queryText%3D%28p_Title%3A%22Computational+Intelligence+based+Anomaly+Detection+for+Building+Energy+Management+Systems%22%29","In the past several decades Building Energy Management Systems (BEMSs) have become vital components of most modern buildings. BEMSs utilize advanced microprocessor technology combined with extensive sensor data collection and communication to minimize energy consumption while maintaining high human comfort levels. When properly tuned and operated, BEMSs can provide significant energy savings. However, the complexity of the acquired sensory data and the overwhelming amount of presented information renders them difficult to adjust or even understand by responsible building managers. This inevitably results in suboptimal BEMS operation and performance. To address this issue, this paper reports on a research effort that utilizes Computational Intelligence techniques to fuse multiple heterogeneous sources of BEMS data and to extract relevant actionable information. This actionable information can then be easily understood and acted upon by responsible building managers. In particular, this paper describes the use of anomaly detection algorithms for improving the understandability of BEMS data and for increasing the state-awareness of building managers. The developed system utilizes modified nearest neighbor clustering algorithm and fuzzy logic rule extraction technique to automatically build a model of normal BEMS operations and detect possible anomalous behavior. In addition, linguistic summaries based on fuzzy set representation of the input values are generated for the detected anomalies which increase the understandability of the presented results. View full abstract","2012-08-14","2015-09-18 08:04:15","2015-10-07 09:51:15","","77-82","","","","","","","","","","","","Salt Lake City, UT, USA","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/PPTFZQCW/Proceedings of the 5th International Symposium on Resilient Control Systems (ISRCS) 2012 Linda.pdf","","AnomalyDetection; Done; ElectricalEngineering; NearestNeighbor; NoveltyDetection; Subsystem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Symposium on Resilient Control Systems (ISRCS)","","","","","","","","","","","","","","",""
"9A4JPRTR","journalArticle","2010","Liu, Dandan; Chen, Qijun; Mori, Kazuyuki; Kida, Yukio","A method for detecting abnormal electricity energy consumption in buildings","Journal Of Computational Information Systems","","","","http://www.jofcis.com/publishedpapers/2010_6_14_4887_4895.pdf","","2010-01-01","2015-09-18 08:04:17","2015-10-09 04:35:44","","4887-4895","","","14","","Journal Of Computational Information Systems","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/CVJG563B/2010 Liu.pdf","","AnomalyDetection; ClassificationandRegressionTree; ComputerScience; Done; NoveltyDetection; WholeBuilding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVAGHJZ9","conferencePaper","2015","Liu, Xiufeng; Golab, L.; Ilyas, I.F.","SMAS: A smart meter data analytics system","Proceedings of the 2015 IEEE 31st International Conference on Data Engineering (ICDE)","","","10.1109/ICDE.2015.7113405","","Smart electricity meters are replacing conventional meters worldwide and have enabled a new application domain: smart meter data analytics. In this paper, we introduce SMAS, our smart meter analytics system, which demonstrates the actionable insight that consumers and utilities can obtain from smart meter data. Notably, we implemented SMAS inside a relational database management system using open source tools: PostgreSQL and the MADLib machine learning toolkit. In the proposed demonstration, conference attendees will interact with SMAS as electricity providers, consultants and consumers, and will perform various analyses on real data sets.","2015-04","2015-10-11 10:07:26","2015-10-16 07:13:57","","1476-1479","","","","","","SMAS","","","","","","Seoul, South Korea","","","","","","IEEE Xplore","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/QZ2XG4QA/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/X66GWHB2/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/6PF2IG56/cookiedetectresponse.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/BDUX8NFJ/Liu et al. - 2015 - SMAS A smart meter data analytics system.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/EXM69FHK/Liu et al. - 2015 - SMAS A smart meter data analytics system.pdf","","ComputerScience; CustomerClassification; Done; PatternAnalysis; SmartMeter; VisualAnalytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE International Conference on Data Engineering (ICDE)","","","","","","","","","","","","","","",""
"JTEUKS2H","bookSection","2015","Mansur, Vitor; Carreira, Paulo; Arsenio, Artur","A Learning Approach for Energy Efficiency Optimization by Occupancy Detection","Internet of Things. User-Centric IoT","978-3-319-19655-8","","","http://link.springer.com/10.1007/978-3-319-19656-5_2","","2015-06-26","2015-09-18 08:04:13","2015-09-18 08:04:13","","9-15","","","150","Chapter 2","","","","","","","Springer International Publishing","Cham","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/5WSUI6UT/D2BFF091-DE7E-45D8-811A-240F00D1AA1B.pdf","","Clustering; ComputerScience; Done; K-Means; OccupancyDetection; Operations; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24M5DC6E","journalArticle","2011","May-Ostendorp, Peter; Henze, Gregor P; Corbin, Charles D; Rajagopalan, Balaji; Felsmann, Clemens","Model-predictive control of mixed-mode buildings with rule extraction","Building and Environment","","","10.1016/j.buildenv.2010.08.004","http://linkinghub.elsevier.com/retrieve/pii/S0360132310002477","A series of model-predictive control (MPC) techniques have been explored for optimizing control sequences for window operation in mixed-mode (MM) buildings using EnergyPlus, and results for a simplified MM office building have been presented. Initial results for a ...","2011-02-01","2015-09-18 08:04:16","2015-09-18 08:04:16","","428-437","","2","46","","Building and Environment","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/JR7A5CS8/Building and Environment 2011 May-Ostendorp.pdf","","BuildingEnergyAnalysis; Controls; DataAssociationRules; Done; Operations; RuleExtraction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPCJ6SAP","journalArticle","2013","May-Ostendorp, Peter T; Henze, Gregor P; Rajagopalan, Balaji; Corbin, Charles D","Extraction of supervisory building control rules from model predictive control of windows in a mixed mode building","Journal of Building Performance Simulation","","","10.1080/19401493.2012.665481","http://www.tandfonline.com/doi/abs/10.1080/19401493.2012.665481","... Rajagopalan a & Charles D . Corbin a Available online: 05 Mar 2012. ... 20054. Brambley, MR 2005. Advanced sensors and controls for building applications: market assessment and potential R & D pathways , Richland, Washington: Pacific Northwest National Laboratory. ...","2013-05-01","2015-09-18 08:04:13","2015-09-18 08:04:13","","199-219","","3","6","","Journal of Building Performance Simulation","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/VUH2G2EU/Journal of Building Performance Simulation 2013 May-Ostendorp.pdf","","BuildingSimulation; Controls; DataAssociationRules; Done; Operations; RuleExtraction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ER36FIR","journalArticle","2015","Miller, Clayton; Nagy, Zoltán; Schlueter, Arno","Automated daily pattern filtering of measured building performance data","Automation in Construction","","0926-5805","10.1016/j.autcon.2014.09.004","http://www.sciencedirect.com/science/article/pii/S0926580514002015","The amount of sensor data generated by modern building systems is growing rapidly. Automatically discovering the structure of diurnal patterns in this data supports implementation of building commissioning, fault detection and retrofit analysis techniques. Additionally, these data are crucial to informing design professionals about the efficacy of their assumptions and strategies used in performance prediction simulation models. In this paper, we introduce DayFilter, a day-typing process that uses Symbolic Aggregate approXimation (SAX), motif and discord extraction, and clustering to detect the underlying structure of building performance data. Discords, or infrequent daily patterns, are filtered and tagged for deeper, detailed analysis of potential energy savings opportunities. Motifs, or the most frequent patterns, are detected and further aggregated using k-means clustering. This procedure is designed for application on whole building and sub-system metrics from hierarchical building and energy management systems (BMS/EMS). The process transforms quantitative raw data into qualitative subgroups based on daily performance similarity and visualizes them using expressive techniques. We apply DayFilter on 474 days of example data from an international school campus in a tropical climate and 407 days of data from an office building from a temperate European climate. Discords are filtered resulting in 17 and 22 patterns found. Selected discords are investigated and many correlate with specific failures and energy savings detected by the on-site operations staff. Six and ten motif candidates are detected in the two case studies. These motifs are then further aggregated to five and six performance clusters that reflect the typical operational behavior of those projects. We discuss the influence of the parameter choices and provide initial parameter settings for the DayFilter process.","2015-01","2015-10-02 06:26:43","2015-10-02 06:47:16","2015-10-02 06:26:43","1-17","","","49, Part A","","Automation in Construction","","","","","","","","","","","","","ScienceDirect","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/ETFAUUS3/Miller et al. - 2015 - Automated daily pattern filtering of measured buil.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/DPXFNJT3/S0926580514002015.html","","BuildingEnergyAnalysis; Characterization; Done; MotifandDiscordDetection; PortfolioAnalysis; SAX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XAMB5639","conferencePaper","2015","Miller, Clayton; Schlueter, Arno","Forensically discovering simulation feedback knowledge from a campus energy information system","Proceedings of the 2015 Symposium on Simulation for Architecture and Urban Design (SimAUD 2015)","","","10.13140/RG.2.1.2286.0964","http://dx.doi.org/10.13140/RG.2.1.2286.0964","","2015-04-12","2015-10-02 06:40:24","2015-10-07 09:52:29","2015-10-02 06:40:24","33-40","","","","","","","","","","","SCS","Washington DC, USA","","","","","","DataCite","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/MDA3ENDD/2015_MonitoringDataForSimulationFeedback.pdf","","BuildingSimulation; Characterization; Clustering; Done; MultipleTechniques; PortfolioAnalysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Symposium on Simulation for Architecture and Urban Design (SimAUD)","","","","","","","","","","","","","","",""
"KCHNGGD3","journalArticle","2009","Morais, Jefferson; Pires, Yomara; Cardoso, Claudomir; Klautau, Aldebaro","An Overview of Data Mining Techniques Applied to Power Systems","Data Mining and Knowledge Discovery in Real Life Applications","","","","http://www.intechopen.com/source/pdfs/5962/InTech-An_overview_of_data_mining_techniques_applied_to_power_systems.pdf","","2009-01-01","2015-09-18 08:04:17","2015-10-09 04:36:05","","","","","","","Data Mining and Knowledge Discovery in Real Life Applications","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/UBMRRPDR/2009 Morais.pdf","","Done; ElectricalEngineering; Review; SmartMeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z3ZP2HIZ","journalArticle","2013","Morán, A; Fuertes, J J; Domínguez, M; Prada, M A; Alonso, S; Barrientos, P","Analysis of electricity bills using visual continuous maps","Neural Computing and Applications","","","10.1007/s00521-013-1409-8","http://link.springer.com/10.1007/s00521-013-1409-8","","2013-04-18","2015-09-18 08:04:13","2015-09-18 08:04:13","","645-655","","3-4","23","","Neural Comput & Applic","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/IS84XP83/Neural Comput & Applic 2013 Morán.pdf","","Characterization; ComputerScience; Done; PatternAnalysis; PortfolioAnalysis; VisualAnalytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85BUJM9C","journalArticle","2012","Nikolaou, Triantafyllia G; Kolokotsa, Dionysia S; Stavrakakis, George S; Skias, Ioannis D","On the Application of Clustering Techniques for Office Buildings' Energy and Thermal Comfort Classification","IEEE Transactions on Smart Grid","","","10.1109/TSG.2012.2215059","http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6387350","","2012-12-23","2015-09-18 08:04:14","2015-09-18 08:21:55","","2196-2210","","4","3","","IEEE Trans. Smart Grid","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/MB9RTPX9/8D55E219-8F11-403B-A328-A843512BE344.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/5MZ8KF5D/IEEE Trans. Smart Grid 2012 Nikolaou.pdf","","Classifying; Clustering; Done; ElectricalEngineering; MultipleTechniques; PortfolioAnalysis; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QCNG8DEG","conferencePaper","2015","Pan, Erte; Li, Husheng; Song, Lingyang; Han, Zhu","Kernel-based non-parametric clustering for load profiling of big smart meter data","Proceedings of the 2015 IEEE Wireless Communications and Networking Conference (WCNC)","","","10.1109/WCNC.2015.7127817","","The emergence of smart meters has enabled the new energy efficiency services in an automatic fashion. With the information and communication technology, the smart meters are devised to gather and communicate the information of electricity suppliers and residential electricity consumers to ameliorate the efficiency of power distribution as well as the sustainability of the power resources. Due to the enormous amount of electricity consumers, the analysis of the big data produced by the smart meters is a crucial challenge faced by the electricity companies and researchers. In this paper, we analyze the big data based on the smart meter readings collected in the Houston area. The statistical properties of the data is investigated such that the behaviors of the consumers can be better understood. Moreover, the kernel PCA analysis and non-parametric clustering of the data gives a comprehensive guidance on what are the potential clusters of the customers and how to allocate the power more efficiently.","2015-03","2015-10-13 09:28:16","2015-10-15 05:36:06","","2251-2255","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/SQ2SPVTZ/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/PH72PF3I/Pan et al. - 2015 - Kernel-based non-parametric clustering for load pr.pdf","","Clustering; Done; ElectricalEngineering; LoadProfiling; PCA; SmartMeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE Wireless Communications and Networking Conference (WCNC)","","","","","","","","","","","","","","",""
"T72JZQ7X","journalArticle","2015","Panapakidis, Ioannis; Alexiadis, Minas; Papagiannis, Grigoris","Evaluation of the performance of clustering algorithms for a high voltage industrial consumer","Engineering Applications of Artificial Intelligence","","","10.1016/j.engappai.2014.10.013","http://dx.doi.org/10.1016/j.engappai.2014.10.013","Engineering Applications of Artificial Intelligence, 38 + (2014) 1-13. doi:10.1016/j.engappai.2014.10.013","2015-02-01","2015-09-18 08:04:13","2015-09-18 08:04:13","","1-13","","C","38","","Engineering Applications of Artificial Intelligence","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/PM9XGCUK/A7EC338E-28C4-41EE-AA5A-29C2BA3DA982.pdf","","Clustering; Done; ElectricalEngineering; LoadProfiling; MultipleTechniques; SmartMeter; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4RNIFXCN","conferencePaper","2009","Patnaik, Debprakash; Marwah, Manish; Sharma, Ratnesh; Ramakrishnan, Naren","Sustainable Operation and Management of Data Center Chillers Using Temporal Data Mining","Proceedings of the 15th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining (KDD 2009)","978-1-60558-495-9","","10.1145/1557019.1557159","http://doi.acm.org/10.1145/1557019.1557159","Motivation: Data centers are a critical component of modern IT infrastructure but are also among the worst environmental offenders through their increasing energy usage and the resulting large carbon footprints. Efficient management of data centers, including power management, networking, and cooling infrastructure, is hence crucial to sustainability. In the absence of a 'first-principles' approach to manage these complex components and their interactions, data-driven approaches have become attractive and tenable. Results: We present a temporal data mining solution to model and optimize performance of data center chillers, a key component of the cooling infrastructure. It helps bridge raw, numeric, time-series information from sensor streams toward higher level characterizations of chiller behavior, suitable for a data center engineer. To aid in this transduction, temporal data streams are first encoded into a symbolic representation, next run-length encoded segments are mined to form frequent motifs in time series, and finally these metrics are evaluated by their contributions to sustainability. A key innovation in our application is the ability to intersperse ""don't care"" transitions (e.g., transients) in continuous-valued time series data, an advantage we inherit by the application of frequent episode mining to symbolized representations of numeric time series. Our approach provides both qualitative and quantitative characterizations of the sensor streams to the data center engineer, to aid him in tuning chiller operating characteristics. This system is currently being prototyped for a data center managed by HP and experimental results from this application reveal the promise of our approach.","2009","2015-10-05 10:26:25","2015-10-07 09:52:45","2015-10-05 10:26:25","1305–1314","","","","","","","KDD '09","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/XEDIHXFD/Patnaik et al. - 2009 - Sustainable Operation and Management of Data Cente.pdf","","ComputerScience; Controls; Done; MotifandDiscordDetection; Operations; SAX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM SIGKDD International Conference on Knowledge Discovery and Data Mining (KDD)","","","","","","","","","","","","","","",""
"UAVI8MH4","bookSection","2010","Patnaik, Debprakash; Marwah, Manish; Sharma, Ratnesh K; Ramakrishnan, Naren","Data Mining for Modeling Chiller Systems in Data Centers","Advances in Intelligent Data Analysis IX","978-3-642-13062-5","","","http://www.springerlink.com/index/10.1007/978-3-642-13062-5_13","... Morchen, F.: Unsupervised pattern mining from symbolic temporal  data . ACM SIGKDD Explorations 9(1), 41–55 (2007) 15. ... Conf. on Knowledge Discovery and Data  Mining , pp. ... In: Symbolic and Quantitative Approaches to Reasoning with Uncertainty, pp. 76–87 (2005) 18. ...","2010-01-01","2015-09-18 08:04:17","2015-09-18 08:04:17","","125-136","","","6065","Chapter 13","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/JCBGR3MR/2010 Patnaik.pdf","","ComputerScience; Controls; DataMining; Done; MotifandDiscordDetection; Operations; SAX; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NT7FQUBF","journalArticle","2012","Petcharat, Siriwarin; Chungpaibulpatana, Supachart; Rakkwamsuk, Pattana","Assessment of potential energy saving using cluster analysis: A case study of lighting systems in buildings","Energy and Buildings","","","10.1016/j.enbuild.2012.06.006","http://dx.doi.org/10.1016/j.enbuild.2012.06.006","Energy & Buildings, 52 (2012) 145-152. 10.1016/j.enbuild.2012.06.006","2012-09-01","2015-09-18 08:04:14","2015-09-18 08:04:14","","145-152","","","52","","Energy and Buildings","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/QXKXJHAS/Energy and Buildings 2012 Petcharat.pdf","","BuildingEnergyAnalysis; Clustering; Done; MaximumLikelihood; PortfolioAnalysis; Targeting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7KEK7GIH","journalArticle","2015","Pieri, Stella Panayiota; IoannisTzouvadakis; Santamouris, Mat","Identifying energy consumption patterns in the Attica hotel sector using cluster analysis techniques with the aim of reducing hotels’ CO2 footprint","Energy and Buildings","","0378-7788","10.1016/j.enbuild.2015.02.017","http://www.sciencedirect.com/science/article/pii/S0378778815001127","This study presents the results of an energy audit which was carried out on a sample of 35 hotels in the Prefecture of Attica, Hellas focusing on their environmental and energy performance. During the energy audit, data was gathered with the collaboration of Athens Hotel Association and the Hellenic Chamber of Hotels. Energy normalization techniques are applied for the analysis of the data and the hotels are classified using a multivariate analysis. The energy classification of the hotels in Attica in 3 classes is based on clustering techniques using the collected data on the heating, cooling and electricity consumption of the hotels in the sample. A component/factor F1 is identified, which is an index of the hotels energy saving potential in absolute value. The study stresses the importance of this factor F1 as a means to promote sustainability and energy efficiency in the hotel sector and analyzes the best case scenario of each class in an effort to study best practices, set goals and define potentials for energy conservation.","2015-05-01","2015-10-02 06:17:04","2015-10-02 06:17:04","2015-10-02 06:17:04","252-262","","","94","","Energy and Buildings","","","","","","","","","","","","","ScienceDirect","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/MPXTBCXK/Pieri et al. - 2015 - Identifying energy consumption patterns in the Att.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/E2J5EADA/S0378778815001127.html","","BuildingEnergyAnalysis; Classifying; Clustering; Done; MultipleTechniques; PortfolioAnalysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSFGMZDS","conferencePaper","2014","Ploennigs, Joern; Chen, Bei; Palmes, Paulito; Lloyd, Raymond","e2-Diagnoser: A System for Monitoring, Forecasting and Diagnosing Energy Usage","Data Mining Workshop (ICDMW), 2014 IEEE International Conference on","978-1-4799-4274-9","","10.1109/ICDMW.2014.56","http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=7022741","","2014","2015-09-18 08:04:18","2015-10-07 09:55:17","","1231-1234","","","","","","","","","","","IEEE","Shenzhen, China","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/NDMAWNEV/0C93D28C-647B-47FE-8E39-92865150F203.pdf","","Classifying; DataMining; Done; ElectricalEngineering; GeneralizedAdditiveModels; NoveltyDetection; PortfolioAnalysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE International Conference on Data Mining Workshop (ICDMW)","","","","","","","","","","","","","","",""
"6M6EA2T5","conferencePaper","2013","Ploennigs, Joern; Chen, Bei; Schumann, Anika; Brady, Niall","Exploiting Generalized Additive Models for Diagnosing Abnormal Energy Use in Buildings","Proceedings of the 5th ACM Workshop On Embedded Systems For Energy-Efficient Buildings (Buildsys '13)","","","","http://dl.acm.org/citation.cfm?id=2528291","Abstract Buildings consume 40% of the energy in industrialized countries. Thus detecting and diagnosing anomalies in the building's energy use is an important problem. The existing approaches either retrieve limited information about the anomaly causes, or are difficult to ...","2013-01-01","2015-09-18 08:04:14","2015-10-16 07:14:26","","","","","","","","","","","","","","Roma, Italy","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/STDUCIU3/Proceedings of the 5th ACM Workshop On Embedded Systems For Energy-Efficient Buildings (Buildsys '13) 2013 Ploennigs.pdf","","AnomalyDetection; Done; ElectricalEngineering; GeneralizedAdditiveModels; NoveltyDetection; WholeBuilding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM Workshop on Embedded Sensing Systems for Energy-Efficiency in Buildings (BuildSys)","","","","","","","","","","","","","","",""
"BT2V9A2Z","conferencePaper","2012","Ramos, Sérgio; Duarte, JMM; Soares, João; Vale, Zita; Duarte, Fernando J","Typical load profiles in the smart grid context—A clustering methods comparison","Proceedings of the Power and Energy Society General Meeting, 2012 IEEE","1-4673-2727-1","","","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6345565","","2012-07-22","2015-09-18 08:04:15","2015-10-07 09:55:58","","1-8","","","","","","","","","","","IEEE","San Diego, CA, USA","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/PJ2PWHQQ/Power and Energy Society General Meeting 2012 IEEE 2012 Ramos.pdf","","Clustering; Done; ElectricalEngineering; LoadProfiling; MultipleTechniques; SmartMeter; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE Power and Energy Society General Meeting","","","","","","","","","","","","","","",""
